stock_id,company_name,ticker,sector,industry,market_cap,country,exchange,is_active,current_price,daily_return,52w_high,52w_low,ma20,ma50,trend,return_7d,return_30d,return_180d,volatility_7d,volatility_30d,volatility_180d,avg_volume_7d,avg_volume_30d,avg_volume_180d,debt_to_equity,debt_to_assets,cash_ratio,score
11,Axis Bank Ltd.,AXISBANK.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,1321.5,5.711545141067331,1418.300048828125,1042.5,1227.8649963378907,1300.7740014648436,Bearish,9.64985508960905,-3.4203060116972717,13.103386886928137,52.24092200471583,38.331704715402175,24.63743408525108,8777258.42857143,7594695.566666666,6751928.783333333,1.1786587574823555,0.13318752557729713,0.07974256942208227,1
12,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,Automobile and Auto Components,Automobile and Auto Components,Large Cap,India,NSE,True,9564.5,5.690922150395039,10187.0,7164.181461833239,9067.325,9457.96,Bearish,7.454218627120546,-2.4727235648006496,15.200240891297812,41.97316730409822,37.68720839136968,22.680035762507934,294133.28571428574,330646.5,353202.22222222225,0.26248510176834977,0.1704198687014298,0.12264845716906911,1
13,Bajaj Finance Ltd.,BAJFINANCE.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,908.5499877929688,6.250732514687063,1102.5,787.9000244140625,861.3799896240234,931.0179956054687,Bearish,7.673619452088309,-11.808383725948223,-1.4320599085469232,58.52414219217019,46.035008843217916,30.54879481323359,11535211.285714285,10234310.566666666,7868953.0,2.8477813307227304,0.5907408290571903,0.02932561278775775,0
14,Bajaj Finserv Ltd.,BAJAJFINSV.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,1782.4000244140625,5.8180953799315205,2195.0,1597.0,1732.9200134277344,1890.4820068359375,Bearish,5.174961690507129,-13.412677949280427,-12.455794478680627,49.27871452715241,35.874497726547084,23.147384099059202,2001380.7142857143,1560973.0666666667,1143538.8055555555,3.9291429237612214,0.4361204143417704,0.011105439282647806,0
15,Bajaj Holdings & Investment Ltd.,BAJAJHLDNG.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,10032.5,8.612103496806323,14690.336294557555,8588.0,9529.95,10377.42,Bearish,9.644808743169397,-10.328030032177338,-28.470205794514346,65.84225696941643,42.81645712046224,30.323686911871228,66087.57142857143,62704.566666666666,68451.61111111111,0.000494356534910042,0.00041174193944404076,0.03193877983308493,0
16,Bank of Baroda,BANKBARODA.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,275.7799987792969,6.850055117275122,325.5,205.4689659632112,272.6565002441406,289.24860229492185,Bearish,5.946988748474413,-10.765245212033236,10.719446263033273,65.65889072482682,45.34389434863322,27.911167307677804,13472336.142857144,11130316.4,9051456.622222222,0.7222580658885577,0.05683437592067344,0.07729048594014883,1
17,Bharat Electronics Ltd.,BEL.NS,Capital Goods,Capital Goods,Large Cap,India,NSE,True,437.8500061035156,2.349232958699976,473.4500122070313,274.7899774532791,430.4000015258789,435.2399060058594,Bearish,8.177889092900713,-0.3255102497345508,8.515113716672795,30.455718513420305,34.2978075098856,26.869461862660643,16570054.42857143,18428968.7,15255044.577777777,0.003065502012877812,0.0014995643108102349,0.03423623844296016,1
18,Bharat Petroleum Corporation Ltd.,BPCL.NS,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,Large Cap,India,NSE,True,296.5,6.866097298548235,391.6499938964844,258.21097938687376,296.2049987792969,340.639833984375,Bearish,4.881495294334304,-19.055416357922283,-9.18688446258933,47.51763821272611,45.908125075592466,28.06480699924051,14674280.142857144,13639217.466666667,7840262.844444444,0.003065502012877812,0.0014995643108102349,0.03423623844296016,0
19,Bharti Airtel Ltd.,BHARTIARTL.NS,Telecommunication,Telecommunication,Large Cap,India,NSE,True,1865.5,1.9231792729510255,2174.5,1692.6496174698434,1819.6250122070312,1912.0440087890624,Bearish,1.1714287813842539,-5.658947255612601,-2.8660848783774284,31.07105324290554,25.4921265745146,18.536360967033115,11276672.142857144,10206087.433333334,7251815.611111111,0.7507680863382618,0.27978729220721354,0.004072537043203653,0
20,Bosch Ltd.,BOSCHLTD.NS,Automobile and Auto Components,Automobile and Auto Components,Large Cap,India,NSE,True,36775.0,9.95664523845119,41945.0,25728.150958318733,31191.5,33899.8,Bearish,24.17693736282289,4.429930427374695,-3.121158750960229,73.46385884106034,54.96559797168008,30.799693501935916,53791.57142857143,30345.2,28043.544444444444,1.879462734413694,0.41535487568638646,0.01691804794056516,1
21,Britannia Industries Ltd.,BRITANNIA.NS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Large Cap,India,NSE,True,5643.0,1.8224467701190905,6336.0,4973.472373174902,5673.05,5854.13,Bearish,2.6000000000000023,-7.4690497663359885,-1.201902362359819,20.45944797133014,23.081743316049103,20.52667561946394,330189.85714285716,346040.0,344879.68888888886,0.008564209855718765,0.005844544021816996,0.054902143812813095,0
22,CG Power and Industrial Solutions Ltd.,CGPOWER.NS,Capital Goods,Capital Goods,Large Cap,India,NSE,True,728.5,4.986305572644145,795.7935756026168,524.3427016609982,694.9225006103516,678.5955139160156,Bullish,9.065047785971325,2.2958611283331543,8.108080690790676,40.354971888681476,38.945862502077965,32.00429548408741,2504360.8571428573,2792578.966666667,3188664.6166666667,0.010689525097881085,0.005539923446859744,0.12117688137679615,3
23,Canara Bank,CANBK.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,139.42999267578125,7.659639093276072,162.88999938964844,84.13547441359778,134.07499809265136,143.92059829711914,Bearish,6.883860435122902,-9.54914161760394,19.140386336949213,69.81326664663851,48.10928078839346,30.077707295711804,26106291.714285713,25603482.066666666,26192128.444444444,0.010689525097881085,0.005539923446859744,0.12117688137679615,1
24,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,1538.300048828125,8.713784369478805,1830.131251345096,1299.4000244140625,1469.9650024414063,1604.5334130859376,Bearish,8.613993913291562,-7.864154808203894,-1.2095365310386574,69.32848692445579,47.14885339747863,31.416991356114778,2394039.4285714286,2125679.3333333335,1647056.7055555556,7.418860950901803,0.8697683790655713,0.03659191236893094,0
25,Cipla Ltd.,CIPLA.NS,Healthcare,Healthcare,Large Cap,India,NSE,True,1221.300048828125,1.5718582859537644,1673.0,1165.699951171875,1256.9000122070313,1303.36400390625,Bearish,-1.6904128772923688,-8.932960177370141,-17.24488356007906,22.553232581063906,20.412077750342124,19.457481947949244,1993469.857142857,1658708.2333333334,1512145.6555555556,0.014047500356645386,0.011720371551211329,0.09654153389998672,0
26,Coal India Ltd.,COALINDIA.NS,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,Large Cap,India,NSE,True,453.0,-2.1598272138228958,476.0,345.88274891411857,453.8,437.19068786621096,Bullish,1.7863189360943332,6.953137305112245,25.462046302251885,23.91698201528125,29.6267728666024,22.5680630230607,11798245.142857144,12938222.666666666,7472361.288888888,0.014047500356645386,0.011720371551211329,0.09654153389998672,3
27,Cummins India Ltd.,CUMMINSIND.NS,Capital Goods,Capital Goods,Large Cap,India,NSE,True,4851.39990234375,4.580827447745461,4987.0,2652.799114951269,4646.000024414063,4537.015395507812,Bullish,4.7479197310536625,2.482097264917371,37.89191775837073,41.70792685218142,39.56990683681614,25.77766008805144,1116092.4285714286,872104.4666666667,591616.7333333333,0.003922554024387018,0.002916853928164359,0.09013497807900762,3
28,DLF Ltd.,DLF.NS,Realty,Realty,Large Cap,India,NSE,True,571.1500244140625,6.936912660870087,880.3606844632357,489.3999938964844,541.0724960327149,592.9649969482422,Bearish,9.206505624103723,-9.24042022992011,-31.857440189983432,53.65272059433006,42.180067116595815,27.567188275074134,5734395.428571428,5088589.4,3087332.5,0.09642096304926047,0.059053056358916146,0.011654763293222799,0
29,Divi's Laboratories Ltd.,DIVISLAB.NS,Healthcare,Healthcare,Large Cap,India,NSE,True,5923.0,1.2478632478632568,7039.446635250951,5207.886570540414,6056.65,6148.23,Bearish,-1.242184243434763,-5.849626450484823,-12.89752790997004,13.857573677436918,19.356691920594795,23.229560370145418,400026.28571428574,289770.56666666665,369928.2055555555,0.00026721891909947226,0.00023623907394283014,0.21141110545084055,1
30,Dr. Reddy's Laboratories Ltd.,DRREDDY.NS,Healthcare,Healthcare,Large Cap,India,NSE,True,1195.9000244140625,-0.01671692801239466,1371.0048010134,1054.959317653821,1267.710009765625,1266.1080102539063,Bullish,-6.694228760745801,-6.599500030365036,-5.0420834340974,25.821772154119078,26.99448653796771,21.571809609974515,1925479.857142857,1849851.3666666667,1659690.8055555555,0.14027499490083625,0.09486215716780699,0.09404259961623124,1
31,Eicher Motors Ltd.,EICHERMOT.NS,Automobile and Auto Components,Automobile and Auto Components,Large Cap,India,NSE,True,7154.0,8.303686322004399,8230.0,5044.391364398149,6900.625,7309.54,Bearish,5.028261029141889,-9.859509859509863,28.796992150723,69.4169710242841,47.81845202237346,26.79355496338945,729288.0,613938.4333333333,514471.89444444445,0.02151199563871793,0.016858875684881473,0.037251272559000466,1
32,Eternal Ltd.,ETERNAL.NS,Consumer Services,Consumer Services,Large Cap,India,NSE,True,243.47000122070312,-0.061568795456312664,368.4500122070313,209.86000061035156,231.8119987487793,253.90220001220703,Bearish,6.3280661033838115,-9.152984619140625,-7.196494927986774,41.12559494679034,45.55024053607761,35.79118065029003,40941142.14285714,56284124.5,43889987.516666666,0.06745390375037108,0.0574067316059849,0.12535290796160362,0
33,GAIL (India) Ltd.,GAIL.NS,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,Large Cap,India,NSE,True,153.60000610351562,5.654148400482639,195.532374493087,134.36000061035156,144.54599990844727,155.44301239013672,Bearish,11.961515686332946,-8.82649433693964,-13.578252172728277,30.71099924645786,41.49470740943496,25.230446743123203,14071223.57142857,15498109.033333333,10608232.438888889,0.2540706173295583,0.16218990597957636,0.02749380325935512,0
34,Godrej Consumer Products Ltd.,GODREJCP.NS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Large Cap,India,NSE,True,1070.0,3.969292582895778,1297.648402126825,967.0499877929688,1033.7575073242188,1127.446748046875,Bearish,6.077127694173878,-11.26959297310698,-14.304672316636601,35.42721758843182,34.43792711973603,23.231133070755643,1900508.857142857,1565772.1,1336078.9722222222,0.33359852448200256,0.20356510515819862,0.059328079375367604,0
35,Grasim Industries Ltd.,GRASIM.NS,Construction Materials,Construction Materials,Large Cap,India,NSE,True,2751.10009765625,4.96375801817055,2979.0,2501.8985572093397,2637.2500122070314,2760.69,Bearish,4.676209906692064,-2.8840705225796848,-0.046763383135628445,42.04632630340515,36.44093041025352,22.28051509697003,990419.7142857143,1102453.6333333333,662485.4388888889,1.9107376809354355,0.3722303124432483,0.014246787790963585,0
36,HCL Technologies Ltd.,HCLTECH.NS,Information Technology,Information Technology,Large Cap,India,NSE,True,1445.5999755859375,0.27746948305642505,1780.0999755859375,1297.699951171875,1363.6299987792968,1461.1159912109374,Bearish,5.951330234455687,0.6334824633440705,-5.349722371771182,30.030663108353128,31.315658879074316,22.517542621965525,4169885.4285714286,3629501.933333333,2891265.827777778,0.09014428253535281,0.05949177594178731,0.22932173622146024,1
37,HDFC Asset Management Company Ltd.,HDFCAMC.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,2541.10009765625,8.353238553773878,2967.25,1852.7307838412676,2387.264990234375,2559.3339990234376,Bearish,9.818929292592514,-6.429276306474208,-5.0677090629961725,73.80145346201216,49.21830839935264,29.599743274024497,1820951.857142857,1178277.2333333334,973011.9166666666,0.0,0.0,0.01954308178127215,0
38,HDFC Bank Ltd.,HDFCBANK.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,809.9000244140625,4.909329587313804,1020.5,726.6500244140625,795.3325042724609,868.4359997558594,Bearish,7.101297453077704,-11.180561923726984,-18.657968868443973,43.20820009628699,37.44571698269435,18.887209836013362,56353011.85714286,50668005.93333333,25728801.533333335,0.9543063355044986,0.15203279039563297,0.0814442312545546,0
39,HDFC Life Insurance Company Ltd.,HDFCLIFE.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,597.9500122070312,2.793536128415375,820.75,555.0999755859375,615.2950012207032,675.0849987792968,Bearish,-2.00753847180255,-17.937282347877847,-20.90085289352819,41.602609381855444,31.46460167495887,20.54096647177614,4910283.285714285,3521727.3333333335,2798514.638888889,0.18261029971611836,0.008442765405771612,0.0068285445561287,0
40,Hindalco Industries Ltd.,HINDALCO.NS,Metals & Mining,Metals & Mining,Large Cap,India,NSE,True,965.9000244140624,1.194345145527742,1029.800048828125,548.1799598616806,914.3200012207031,931.7070031738281,Bearish,11.4457148736413,3.2275314537827615,45.929274404804474,11.216310374103346,35.673363525547444,27.566511877693422,7204604.0,6773257.166666667,5676111.294444445,0.5167691922172194,0.24034271836265136,0.06893934069023687,2
41,Hindustan Aeronautics Ltd.,HAL.NS,Capital Goods,Capital Goods,Large Cap,India,NSE,True,3963.199951171875,4.399136034666662,5105.245229980775,3479.10009765625,3814.4400146484377,4021.8639453125,Bearish,10.438606791553063,-4.959233784847116,-17.694649484754564,46.194201170771485,36.13804608580883,27.524676913452232,1532345.5714285714,1681401.3,1242844.211111111,3.3160280501669304e-05,1.0915915922980685e-05,0.06381092589288019,0
42,Hindustan Unilever Ltd.,HINDUNILVR.NS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Large Cap,India,NSE,True,2150.0,1.8667630304529226,2728.550924824722,2022.5,2117.464990234375,2260.1539990234373,Bearish,3.644432183535762,-7.107366601857857,-13.929891525900151,15.556780156977693,22.194302430074426,19.1947006834996,1879362.2857142857,1892568.7333333334,1581445.2944444444,0.03335897332091818,0.020630946419629443,0.20055498662085824,0
43,Hindustan Zinc Ltd.,HINDZINC.NS,Metals & Mining,Metals & Mining,Large Cap,India,NSE,True,558.25,3.6194895591647347,733.0,389.40752920610214,535.1849960327148,587.7029949951171,Bearish,9.525208285309695,-5.276996160900427,28.274353019648334,40.82696709572105,46.26988264454608,38.6894398047143,4991951.857142857,6349320.866666666,8164714.516666667,0.8656761218670269,0.3344737605102928,0.004536004536004536,1
44,Hyundai Motor India Ltd.,HYUNDAI.NS,Automobile and Auto Components,Automobile and Auto Components,Large Cap,India,NSE,True,1815.0,6.382980245730452,2890.0,1565.9332681426226,1894.5999938964844,2069.7539868164063,Bearish,-0.09357357943332589,-20.85985535513659,-14.1970649972606,54.791061112027684,38.52017062838436,30.72256502137384,1750929.5714285714,847722.7333333333,775552.1,0.052172664439803354,0.028249322473775856,0.3511161668222363,0
45,ICICI Bank Ltd.,ICICIBANK.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,1300.4000244140625,4.407870286155169,1488.5144734435703,1187.5999755859375,1256.5850036621093,1333.6960034179688,Bearish,5.397955337187321,-6.747936578410718,-8.12998244074885,34.07218713869334,28.713581480694234,18.014761032549558,18760507.42857143,17865277.733333334,12239667.477777777,0.6487604844081014,0.07707461803724676,0.1030060639842314,0
46,ITC Ltd.,ITC.NS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Large Cap,India,NSE,True,304.04998779296875,1.8763529424997483,427.2103564467042,287.0,299.32000427246095,310.29893615722654,Bearish,3.172709602525914,-7.01835235689029,-26.89068557405441,24.088310858188915,20.397331333221423,20.172313723174,18464337.57142857,21243952.366666667,18304334.622222222,0.004067396781810094,0.0032334862212438364,0.03504262200201891,0
47,Indian Hotels Co. Ltd.,INDHOTEL.NS,Consumer Services,Consumer Services,Large Cap,India,NSE,True,630.4000244140625,4.996668684228878,850.8479774589792,565.0,608.0650054931641,647.3200024414062,Bearish,6.6847179502434795,-6.600486997147237,-16.080935280879117,45.28406676575285,39.31152073433919,24.735050295907804,3917065.5714285714,3096253.033333333,2754073.0166666666,0.2763506981186681,0.17421386099018693,0.04858064564927992,0
48,Indian Oil Corporation Ltd.,IOC.NS,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,Large Cap,India,NSE,True,141.3800048828125,5.162155843035587,186.60727196585657,120.23814241081443,144.69706268310546,160.4030029296875,Bearish,2.6277660571458084,-17.62326308779847,-0.853843343705063,38.782706430862696,39.57033582419113,24.752130336338656,22391305.0,23534847.833333332,13698163.305555556,0.8165203939871086,0.3004154639762044,0.00213134785359242,0
49,Indian Railway Finance Corporation Ltd.,IRFC.NS,Financial Services,Financial Services,Large Cap,India,NSE,True,99.08000183105467,6.6178860493734115,146.14781952380935,87.0,94.87167091369629,104.08668060302735,Bearish,7.171449542095987,-10.500325425444501,-25.448710265111284,69.99181577011882,46.862132746076696,30.530425884057117,17374340.285714287,18595431.4,13107276.005555555,7.825128422747464,0.8430921676833567,0.013023204905334044,0
50,Infosys Ltd.,INFY.NS,Information Technology,Information Technology,Large Cap,India,NSE,True,1321.5999755859375,-1.3289568839534582,1728.0,1215.0999755859375,1275.285009765625,1382.1440014648438,Bearish,4.087581823261566,-2.3352037190491948,-16.547541333126137,28.185182926364362,27.52055722183766,25.425963613748515,10729312.857142856,12514453.633333333,9445741.555555556,0.08585452922802321,0.05522705092140766,0.46414665801427646,0
51,InterGlobe Aviation Ltd.,INDIGO.NS,Services,Services,Large Cap,India,NSE,True,4585.60009765625,7.421296557896118,6232.5,3895.199951171875,4226.335021972656,4579.604008789062,Bearish,11.857545985028661,-5.5411361304481215,-22.80085017380129,68.05051591017306,54.926880338661555,32.137583306283005,2021041.142857143,1890787.1666666667,1555082.0777777778,7.131551418628979,0.576724632802013,0.010078393768319977,0
52,JSW Steel Ltd.,JSWSTEEL.NS,Metals & Mining,Metals & Mining,Large Cap,India,NSE,True,1213.0,5.304277653524414,1284.699951171875,931.2921882665912,1155.1750061035157,1203.7419970703124,Bearish,7.316636963575895,-1.8449626094242055,17.78985652412328,35.86096351846856,41.50698332711107,25.441632254725157,2274364.1428571427,1854097.4666666666,1649751.0833333333,0.08585452922802321,0.05522705092140766,0.46414665801427646,1
